complaint_id,latent_syndicate_id,filer_cohort,hop_count_actual,cashout_zone_id,cmp_before_cashout,edge_case_tag
V2CMP_0053550,LSYN_0810,fast,4,V2_ZID_092,False,CROSS_STATE|CROSS_REGION
V2CMP_0053551,LSYN_0874,normal,1,V2_ZID_100,False,CROSS_STATE|CROSS_REGION
V2CMP_0053552,LSYN_0259,fast,1,V2_ZID_098,False,CROSS_STATE|CROSS_REGION
V2CMP_0053553,LSYN_0043,fast,6,V2_ZID_114,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053554,LSYN_0891,normal,2,V2_ZID_057,True,CROSS_STATE|CROSS_REGION
V2CMP_0053555,LSYN_0279,slow,6,V2_ZID_005,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053556,LSYN_0310,fast,3,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0053557,LSYN_0539,fast,0,V2_ZID_042,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053558,LSYN_0083,normal,1,V2_ZID_069,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053559,LSYN_0695,fast,0,V2_ZID_016,True,ZERO_HOP|CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0053560,LSYN_0161,normal,1,V2_ZID_021,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053561,LSYN_0598,fast,4,V2_ZID_085,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053562,LSYN_0836,normal,2,V2_ZID_089,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053563,LSYN_0093,slow,2,V2_ZID_119,False,CROSS_STATE|CROSS_REGION
V2CMP_0053564,LSYN_0146,normal,2,V2_ZID_009,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053565,LSYN_0456,normal,1,V2_ZID_043,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053566,LSYN_0123,slow,5,V2_ZID_028,False,CROSS_STATE|CROSS_REGION
V2CMP_0053567,LSYN_0597,normal,5,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053568,LSYN_0813,slow,6,V2_ZID_086,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053569,LSYN_0143,slow,5,V2_ZID_027,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053570,LSYN_0120,normal,2,V2_ZID_027,False,CROSS_STATE|CROSS_REGION
V2CMP_0053571,LSYN_0735,normal,5,V2_ZID_099,False,CROSS_STATE|CROSS_REGION
V2CMP_0053572,LSYN_0838,normal,1,V2_ZID_061,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053573,LSYN_0758,normal,3,V2_ZID_078,False,CROSS_STATE|CROSS_REGION
V2CMP_0053574,LSYN_0241,normal,1,V2_ZID_031,False,CROSS_STATE|CROSS_REGION
V2CMP_0053575,LSYN_0788,fast,2,V2_ZID_077,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053576,LSYN_0016,normal,5,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053577,LSYN_0035,slow,5,V2_ZID_101,False,CROSS_STATE|CROSS_REGION
V2CMP_0053578,LSYN_0587,fast,4,V2_ZID_082,False,CROSS_STATE
V2CMP_0053579,LSYN_0115,normal,3,V2_ZID_077,False,SAME_STATE|SHORT_WINDOW
V2CMP_0053580,LSYN_0819,normal,1,V2_ZID_110,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053581,LSYN_0651,normal,1,V2_ZID_096,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053582,LSYN_0188,slow,3,V2_ZID_021,False,CROSS_STATE|CROSS_REGION
V2CMP_0053583,LSYN_0613,normal,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053584,LSYN_0596,normal,3,V2_ZID_010,False,CROSS_STATE|CROSS_REGION
V2CMP_0053585,LSYN_0470,fast,3,V2_ZID_007,False,CROSS_STATE|CROSS_REGION
V2CMP_0053586,LSYN_0229,normal,3,V2_ZID_046,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053587,LSYN_0569,slow,2,V2_ZID_033,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053588,LSYN_0363,slow,0,V2_ZID_022,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0053589,LSYN_0809,normal,3,V2_ZID_056,False,CROSS_STATE|CROSS_REGION
V2CMP_0053590,LSYN_0269,normal,5,V2_ZID_060,True,CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0053591,LSYN_0069,slow,4,V2_ZID_076,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053592,LSYN_0442,normal,4,V2_ZID_077,False,CROSS_STATE|CROSS_REGION
V2CMP_0053593,LSYN_0262,normal,3,V2_ZID_027,False,CROSS_STATE|CROSS_REGION
V2CMP_0053594,LSYN_0454,normal,3,V2_ZID_092,False,CROSS_STATE|CROSS_REGION
V2CMP_0053595,LSYN_0355,fast,5,V2_ZID_031,False,CROSS_STATE
V2CMP_0053596,LSYN_0748,normal,1,V2_ZID_021,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053597,LSYN_0197,normal,5,V2_ZID_038,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053598,LSYN_0627,normal,2,V2_ZID_093,False,CROSS_STATE|CROSS_REGION
V2CMP_0053599,LSYN_0564,normal,3,V2_ZID_036,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053600,LSYN_0163,normal,1,V2_ZID_006,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053601,LSYN_0424,slow,3,V2_ZID_061,False,CROSS_STATE|CROSS_REGION
V2CMP_0053602,LSYN_0679,fast,3,V2_ZID_100,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0053603,LSYN_0476,normal,1,V2_ZID_018,False,CROSS_STATE|CROSS_REGION
V2CMP_0053604,LSYN_0868,normal,3,V2_ZID_084,False,CROSS_STATE|CROSS_REGION
V2CMP_0053605,LSYN_0423,fast,2,V2_ZID_076,False,CROSS_STATE|CROSS_REGION
V2CMP_0053606,LSYN_0008,normal,4,V2_ZID_079,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053607,LSYN_0303,fast,3,V2_ZID_051,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053608,LSYN_0353,normal,4,V2_ZID_069,False,CROSS_STATE|HOTSPOT_TARGET
V2CMP_0053609,LSYN_0116,fast,1,V2_ZID_091,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053610,LSYN_0704,normal,3,V2_ZID_048,False,CROSS_STATE|CROSS_REGION|CENSORED|VERY_SHORT_WINDOW
V2CMP_0053611,LSYN_0579,normal,6,V2_ZID_120,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|CENSORED|SHORT_WINDOW
V2CMP_0053612,LSYN_0392,normal,1,V2_ZID_036,False,CROSS_STATE|CROSS_REGION
V2CMP_0053613,LSYN_0794,slow,2,V2_ZID_113,False,CROSS_STATE|CROSS_REGION
V2CMP_0053614,LSYN_0757,normal,2,V2_ZID_049,False,SAME_STATE|SHORT_WINDOW
V2CMP_0053615,LSYN_0033,normal,6,V2_ZID_013,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053616,LSYN_0434,normal,2,V2_ZID_073,False,CROSS_STATE|CROSS_REGION
V2CMP_0053617,LSYN_0421,normal,1,V2_ZID_085,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053618,LSYN_0165,normal,1,V2_ZID_026,False,CROSS_STATE|CROSS_REGION
V2CMP_0053619,LSYN_0368,normal,1,V2_ZID_066,False,CROSS_STATE|CROSS_REGION
V2CMP_0053620,LSYN_0224,slow,6,V2_ZID_043,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053621,LSYN_0856,normal,2,V2_ZID_104,False,CROSS_STATE|CROSS_REGION
V2CMP_0053622,LSYN_0838,slow,3,V2_ZID_010,False,SAME_STATE|SHORT_WINDOW
V2CMP_0053623,LSYN_0715,normal,3,V2_ZID_042,False,CROSS_STATE|CROSS_REGION
V2CMP_0053624,LSYN_0365,fast,5,V2_ZID_027,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053625,LSYN_0566,fast,3,V2_ZID_024,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053626,LSYN_0876,fast,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION
V2CMP_0053627,LSYN_0243,slow,4,V2_ZID_070,False,CROSS_STATE|CROSS_REGION
V2CMP_0053628,LSYN_0531,normal,2,V2_ZID_002,False,CROSS_STATE|CROSS_REGION
V2CMP_0053629,LSYN_0819,normal,2,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053630,LSYN_0684,slow,1,V2_ZID_056,False,CROSS_STATE|CROSS_REGION
V2CMP_0053631,LSYN_0838,fast,2,V2_ZID_071,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0053632,LSYN_0520,normal,1,V2_ZID_082,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053633,LSYN_0769,fast,2,V2_ZID_096,False,CROSS_STATE|CROSS_REGION
V2CMP_0053634,LSYN_0722,normal,4,V2_ZID_097,False,CROSS_STATE|CROSS_REGION
V2CMP_0053635,LSYN_0896,normal,2,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0053636,LSYN_0139,fast,4,V2_ZID_072,False,SAME_STATE|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0053637,LSYN_0368,normal,4,V2_ZID_095,True,CROSS_STATE|CROSS_REGION
V2CMP_0053638,LSYN_0429,slow,1,V2_ZID_043,False,CROSS_STATE
V2CMP_0053639,LSYN_0232,fast,2,V2_ZID_097,False,CROSS_STATE|CROSS_REGION
V2CMP_0053640,LSYN_0375,normal,2,V2_ZID_010,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053641,LSYN_0193,slow,3,V2_ZID_060,False,CROSS_STATE|CROSS_REGION|CENSORED|LONG_WINDOW
V2CMP_0053642,LSYN_0128,normal,3,V2_ZID_110,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053643,LSYN_0836,normal,7,V2_ZID_029,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053644,LSYN_0290,normal,4,V2_ZID_072,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053645,LSYN_0157,fast,3,V2_ZID_092,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053646,LSYN_0628,normal,6,V2_ZID_061,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053647,LSYN_0714,normal,3,V2_ZID_042,False,CROSS_STATE|CENSORED
V2CMP_0053648,LSYN_0740,fast,4,V2_ZID_115,False,CROSS_STATE|CROSS_REGION
V2CMP_0053649,LSYN_0045,normal,2,V2_ZID_021,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053650,LSYN_0703,normal,5,V2_ZID_039,False,CROSS_STATE|CROSS_REGION
V2CMP_0053651,LSYN_0144,slow,2,V2_ZID_114,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053652,LSYN_0293,normal,1,V2_ZID_108,False,CROSS_STATE|CROSS_REGION
V2CMP_0053653,LSYN_0487,normal,2,V2_ZID_037,False,CROSS_STATE|CROSS_REGION
V2CMP_0053654,LSYN_0167,fast,2,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053655,LSYN_0220,normal,3,V2_ZID_075,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053656,LSYN_0587,normal,2,V2_ZID_074,False,CROSS_STATE|CROSS_REGION
V2CMP_0053657,LSYN_0264,slow,3,V2_ZID_037,False,CROSS_STATE|CROSS_REGION
V2CMP_0053658,LSYN_0377,fast,4,V2_ZID_002,True,CROSS_STATE|CROSS_REGION
V2CMP_0053659,LSYN_0567,normal,1,V2_ZID_012,False,CROSS_STATE|CROSS_REGION
V2CMP_0053660,LSYN_0296,normal,3,V2_ZID_033,False,CROSS_STATE|CROSS_REGION
V2CMP_0053661,LSYN_0810,fast,4,V2_ZID_105,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053662,LSYN_0679,normal,0,V2_ZID_050,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053663,LSYN_0162,normal,3,V2_ZID_086,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0053664,LSYN_0089,normal,1,V2_ZID_087,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053665,LSYN_0286,normal,4,V2_ZID_099,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053666,LSYN_0732,fast,2,V2_ZID_083,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053667,LSYN_0299,fast,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053668,LSYN_0386,normal,6,V2_ZID_098,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0053669,LSYN_0004,normal,5,V2_ZID_054,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0053670,LSYN_0101,normal,2,V2_ZID_118,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053671,LSYN_0163,normal,5,V2_ZID_039,False,CROSS_STATE
V2CMP_0053672,LSYN_0660,normal,3,V2_ZID_115,False,CROSS_STATE|CROSS_REGION
V2CMP_0053673,LSYN_0733,fast,3,V2_ZID_007,False,CROSS_STATE|CROSS_REGION
V2CMP_0053674,LSYN_0685,fast,2,V2_ZID_019,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053675,LSYN_0843,slow,4,V2_ZID_052,False,CROSS_STATE|CROSS_REGION
V2CMP_0053676,LSYN_0267,slow,3,V2_ZID_053,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053677,LSYN_0775,normal,3,V2_ZID_043,False,CROSS_STATE|CROSS_REGION
V2CMP_0053678,LSYN_0464,slow,5,V2_ZID_095,False,CROSS_STATE|CROSS_REGION
V2CMP_0053679,LSYN_0665,normal,5,V2_ZID_026,False,CROSS_STATE
V2CMP_0053680,LSYN_0672,normal,1,V2_ZID_046,False,CROSS_STATE|CROSS_REGION
V2CMP_0053681,LSYN_0202,normal,4,V2_ZID_093,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053682,LSYN_0533,fast,7,V2_ZID_102,True,LONG_CHAIN|CROSS_STATE|CROSS_REGION|INTERVENTION|LONG_WINDOW
V2CMP_0053683,LSYN_0777,fast,1,V2_ZID_067,False,CROSS_STATE|CROSS_REGION
V2CMP_0053684,LSYN_0321,fast,1,V2_ZID_066,False,CROSS_STATE|CROSS_REGION
V2CMP_0053685,LSYN_0025,normal,3,V2_ZID_104,False,CROSS_STATE|CROSS_REGION
V2CMP_0053686,LSYN_0750,fast,3,V2_ZID_106,False,CROSS_STATE|CROSS_REGION|CENSORED
V2CMP_0053687,LSYN_0017,slow,3,V2_ZID_001,False,CROSS_STATE|CROSS_REGION
V2CMP_0053688,LSYN_0284,slow,4,V2_ZID_096,False,CROSS_STATE
V2CMP_0053689,LSYN_0832,normal,4,V2_ZID_005,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW|HOTSPOT_TARGET
V2CMP_0053690,LSYN_0294,normal,3,V2_ZID_017,False,CROSS_STATE
V2CMP_0053691,LSYN_0823,normal,5,V2_ZID_110,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053692,LSYN_0117,slow,2,V2_ZID_096,False,CROSS_STATE|CROSS_REGION|CENSORED|SHORT_WINDOW
V2CMP_0053693,LSYN_0517,normal,1,V2_ZID_109,False,CROSS_STATE|LONG_WINDOW
V2CMP_0053694,LSYN_0755,normal,6,V2_ZID_030,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053695,LSYN_0728,fast,4,V2_ZID_065,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053696,LSYN_0521,normal,2,V2_ZID_062,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053697,LSYN_0637,fast,2,V2_ZID_092,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053698,LSYN_0382,slow,3,V2_ZID_090,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053699,LSYN_0126,normal,0,V2_ZID_039,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0053700,LSYN_0050,normal,2,V2_ZID_047,False,CROSS_STATE|CROSS_REGION
V2CMP_0053701,LSYN_0213,normal,1,V2_ZID_024,False,CROSS_STATE|CROSS_REGION
V2CMP_0053702,LSYN_0657,normal,2,V2_ZID_080,True,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053703,LSYN_0101,fast,3,V2_ZID_045,True,CROSS_STATE|CROSS_REGION
V2CMP_0053704,LSYN_0866,fast,1,V2_ZID_085,False,CROSS_STATE|CROSS_REGION
V2CMP_0053705,LSYN_0009,normal,2,V2_ZID_016,False,CROSS_STATE
V2CMP_0053706,LSYN_0290,fast,3,V2_ZID_042,True,CROSS_STATE|CROSS_REGION
V2CMP_0053707,LSYN_0651,fast,8,V2_ZID_030,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053708,LSYN_0302,slow,2,V2_ZID_032,False,CROSS_STATE|SHORT_WINDOW
V2CMP_0053709,LSYN_0236,slow,1,V2_ZID_081,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053710,LSYN_0425,normal,2,V2_ZID_038,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053711,LSYN_0901,fast,1,V2_ZID_004,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053712,LSYN_0683,normal,3,V2_ZID_008,False,SAME_STATE|CENSORED|SHORT_WINDOW
V2CMP_0053713,LSYN_0502,slow,2,V2_ZID_119,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053714,LSYN_0022,slow,2,V2_ZID_063,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0053715,LSYN_0837,slow,4,V2_ZID_008,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053716,LSYN_0342,slow,2,V2_ZID_004,False,CROSS_STATE|CROSS_REGION
V2CMP_0053717,LSYN_0754,slow,3,V2_ZID_019,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053718,LSYN_0649,normal,3,V2_ZID_105,False,CROSS_STATE|CROSS_REGION
V2CMP_0053719,LSYN_0139,normal,2,V2_ZID_099,False,CROSS_STATE
V2CMP_0053720,LSYN_0191,fast,5,V2_ZID_096,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053721,LSYN_0313,slow,3,V2_ZID_103,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053722,LSYN_0166,normal,2,V2_ZID_106,False,CROSS_STATE|CROSS_REGION
V2CMP_0053723,LSYN_0117,normal,2,V2_ZID_112,False,CROSS_STATE|CROSS_REGION
V2CMP_0053724,LSYN_0748,normal,5,V2_ZID_021,False,CROSS_STATE|CROSS_REGION
V2CMP_0053725,LSYN_0485,normal,1,V2_ZID_110,False,SAME_STATE|SAME_ZONE|VERY_SHORT_WINDOW
V2CMP_0053726,LSYN_0100,normal,1,V2_ZID_116,False,SAME_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053727,LSYN_0307,slow,2,V2_ZID_002,False,CROSS_STATE|VERY_SHORT_WINDOW
V2CMP_0053728,LSYN_0439,fast,2,V2_ZID_098,False,CROSS_STATE|CROSS_REGION
V2CMP_0053729,LSYN_0819,normal,6,V2_ZID_038,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053730,LSYN_0233,normal,1,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053731,LSYN_0654,normal,3,V2_ZID_017,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053732,LSYN_0894,normal,4,V2_ZID_032,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053733,LSYN_0133,normal,4,V2_ZID_017,False,CROSS_STATE|CROSS_REGION
V2CMP_0053734,LSYN_0758,slow,3,V2_ZID_040,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053735,LSYN_0885,fast,2,V2_ZID_081,False,CROSS_STATE|CROSS_REGION
V2CMP_0053736,LSYN_0664,normal,2,V2_ZID_035,True,CROSS_STATE|INTERVENTION
V2CMP_0053737,LSYN_0301,slow,1,V2_ZID_070,False,CROSS_STATE|CROSS_REGION
V2CMP_0053738,LSYN_0593,normal,3,V2_ZID_060,False,CROSS_STATE|CROSS_REGION
V2CMP_0053739,LSYN_0144,fast,8,V2_ZID_068,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053740,LSYN_0842,normal,1,V2_ZID_020,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053741,LSYN_0027,slow,3,V2_ZID_108,False,CROSS_STATE|CROSS_REGION
V2CMP_0053742,LSYN_0798,fast,0,V2_ZID_107,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0053743,LSYN_0088,fast,2,V2_ZID_041,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053744,LSYN_0409,fast,5,V2_ZID_109,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053745,LSYN_0172,slow,7,V2_ZID_091,False,LONG_CHAIN|CROSS_STATE
V2CMP_0053746,LSYN_0426,fast,5,V2_ZID_102,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053747,LSYN_0227,fast,4,V2_ZID_064,False,CROSS_STATE|CROSS_REGION|HOTSPOT_TARGET
V2CMP_0053748,LSYN_0335,fast,4,V2_ZID_080,False,CROSS_STATE|CROSS_REGION
V2CMP_0053749,LSYN_0608,normal,1,V2_ZID_095,False,CROSS_STATE|CROSS_REGION
V2CMP_0053750,LSYN_0543,fast,4,V2_ZID_018,False,CROSS_STATE|CROSS_REGION
V2CMP_0053751,LSYN_0752,fast,4,V2_ZID_057,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053752,LSYN_0239,normal,4,V2_ZID_097,False,CROSS_STATE|CROSS_REGION
V2CMP_0053753,LSYN_0213,normal,4,V2_ZID_026,False,CROSS_STATE|CROSS_REGION
V2CMP_0053754,LSYN_0149,fast,2,V2_ZID_051,True,CROSS_STATE|CROSS_REGION
V2CMP_0053755,LSYN_0679,normal,2,V2_ZID_035,True,CROSS_STATE|CROSS_REGION|INTERVENTION
V2CMP_0053756,LSYN_0207,fast,4,V2_ZID_094,False,CROSS_STATE|CROSS_REGION
V2CMP_0053757,LSYN_0676,fast,1,V2_ZID_043,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053758,LSYN_0476,normal,2,V2_ZID_072,False,CROSS_STATE|HOTSPOT_TARGET
V2CMP_0053759,LSYN_0425,normal,2,V2_ZID_023,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053760,LSYN_0039,normal,2,V2_ZID_119,False,CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW
V2CMP_0053761,LSYN_0302,slow,1,V2_ZID_041,False,CROSS_STATE|CROSS_REGION
V2CMP_0053762,LSYN_0039,fast,3,V2_ZID_002,False,CROSS_STATE
V2CMP_0053763,LSYN_0708,normal,4,V2_ZID_061,True,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053764,LSYN_0140,slow,3,V2_ZID_024,False,CROSS_STATE|CROSS_REGION
V2CMP_0053765,LSYN_0538,slow,4,V2_ZID_104,False,CROSS_STATE|CROSS_REGION
V2CMP_0053766,LSYN_0885,normal,1,V2_ZID_009,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053767,LSYN_0262,slow,5,V2_ZID_087,False,CROSS_STATE|CROSS_REGION
V2CMP_0053768,LSYN_0394,fast,3,V2_ZID_036,False,CROSS_STATE
V2CMP_0053769,LSYN_0312,normal,2,V2_ZID_035,False,CROSS_STATE|CROSS_REGION
V2CMP_0053770,LSYN_0527,normal,3,V2_ZID_088,False,CROSS_STATE|CROSS_REGION
V2CMP_0053771,LSYN_0485,normal,3,V2_ZID_109,False,CROSS_STATE|CROSS_REGION
V2CMP_0053772,LSYN_0241,slow,3,V2_ZID_001,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053773,LSYN_0675,slow,3,V2_ZID_041,False,CROSS_STATE|CROSS_REGION
V2CMP_0053774,LSYN_0661,slow,4,V2_ZID_071,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053775,LSYN_0604,fast,4,V2_ZID_030,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053776,LSYN_0017,normal,3,V2_ZID_014,False,CROSS_STATE|CROSS_REGION
V2CMP_0053777,LSYN_0314,fast,6,V2_ZID_017,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053778,LSYN_0298,slow,0,V2_ZID_011,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0053779,LSYN_0383,normal,2,V2_ZID_085,False,CROSS_STATE|CROSS_REGION|LONG_WINDOW
V2CMP_0053780,LSYN_0179,normal,1,V2_ZID_044,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
V2CMP_0053781,LSYN_0842,slow,8,V2_ZID_020,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053782,LSYN_0034,fast,6,V2_ZID_097,False,LONG_CHAIN|CROSS_STATE|CROSS_REGION
V2CMP_0053783,LSYN_0630,slow,0,V2_ZID_055,False,ZERO_HOP|CROSS_STATE|CROSS_REGION|VERY_SHORT_WINDOW|HOTSPOT_TARGET
V2CMP_0053784,LSYN_0126,slow,3,V2_ZID_066,False,CROSS_STATE|CROSS_REGION
V2CMP_0053785,LSYN_0385,normal,4,V2_ZID_034,True,CROSS_STATE|CROSS_REGION
V2CMP_0053786,LSYN_0516,slow,3,V2_ZID_038,False,CROSS_STATE|CROSS_REGION
V2CMP_0053787,LSYN_0404,normal,0,V2_ZID_116,False,ZERO_HOP|CROSS_STATE|CROSS_REGION
V2CMP_0053788,LSYN_0649,normal,4,V2_ZID_094,False,CROSS_STATE|CROSS_REGION|SHORT_WINDOW
