hop_id,complaint_id,hop_sequence,from_account,to_account,amount_transferred,bank_channel,institution,event_timestamp,available_timestamp
HOP_V2CMP_0032115_2,V2CMP_0032115,2,ACCV2_0025506,ACCV2_0025505,7881.58,,PNB,2026-04-20T07:28:49.664843,2026-04-20T08:22:49.664843
HOP_V2CMP_0032115_3,V2CMP_0032115,3,ACCV2_0025505,ACCV2_0025504,5607.29,IMPS,ICICI,2026-04-20T07:29:49.664843,2026-04-20T07:49:49.664843
HOP_V2CMP_0032115_4,V2CMP_0032115,4,ACCV2_0025504,ACCV2_0025504,3687.5,UPI,Paytm PB,2026-04-20T07:33:14.549079,2026-04-20T08:21:14.549079
HOP_V2CMP_0032115_5,V2CMP_0032115,5,ACCV2_0025504,ACCV2_0025504,3687.5,IMPS,PNB,2026-04-20T07:34:38.209660,2026-04-20T07:45:38.209660
HOP_V2CMP_0032116_1,V2CMP_0032116,1,VICT_0075202,ACCV2_0016815,171424.3,UPI,Axis,2026-04-29T21:04:13.208388,2026-04-29T22:23:13.208388
HOP_V2CMP_0032116_2,V2CMP_0032116,2,ACCV2_0016815,ACCV2_0016814,117581.21,UPI,Paytm PB,2026-04-29T21:08:35.698181,2026-04-29T21:55:35.698181
HOP_V2CMP_0032116_3,V2CMP_0032116,3,ACCV2_0016814,ACCV2_0016814,117581.21,UPI,IndusInd,2026-04-29T21:30:45.242535,2026-04-29T22:52:45.242535
HOP_V2CMP_0032118_1,V2CMP_0032118,1,VICT_0075204,ACCV2_0008440,41028.24,IMPS,Kotak,2026-04-28T06:37:56.116656,2026-04-28T08:01:56.116656
HOP_V2CMP_0032118_2,V2CMP_0032118,2,ACCV2_0008440,ACCV2_0008441,41028.24,UPI,IndusInd,2026-04-28T07:04:12.404208,2026-04-28T08:26:12.404208
HOP_V2CMP_0032119_1,V2CMP_0032119,1,VICT_0075205,ACCV2_0035688,1718686.33,IMPS,HDFC,2026-04-27T17:17:42.136298,2026-04-27T18:05:42.136298
HOP_V2CMP_0032119_2,V2CMP_0032119,2,ACCV2_0035688,ACCV2_0035646,1683222.92,UPI,ICICI,2026-04-27T17:26:07.393452,2026-04-27T18:01:07.393452
HOP_V2CMP_0032119_3,V2CMP_0032119,3,ACCV2_0035646,ACCV2_0035647,1538907.79,RTGS,Yes Bank,2026-04-27T17:37:25.497626,2026-04-27T18:09:25.497626
HOP_V2CMP_0032119_4,V2CMP_0032119,4,ACCV2_0035647,ACCV2_0035646,1538907.79,NEFT,SBI,2026-04-27T17:44:52.932211,2026-04-27T19:09:52.932211
HOP_V2CMP_0032120_1,V2CMP_0032120,1,VICT_0075206,ACCV2_0006961,35714.6,UPI,Kotak,2026-04-01T01:59:13.172591,2026-04-01T02:36:13.172591
HOP_V2CMP_0032120_2,V2CMP_0032120,2,ACCV2_0006961,ACCV2_0006901,35714.6,IMPS,ICICI,2026-04-01T02:04:21.992401,2026-04-01T02:57:21.992401
HOP_V2CMP_0032121_1,V2CMP_0032121,1,VICT_0075207,ACCV2_0010626,1024799.27,UPI,Bank of Baroda,2026-04-12T17:17:43.908685,2026-04-12T17:53:43.908685
HOP_V2CMP_0032122_1,V2CMP_0032122,1,VICT_0075208,ACCV2_0000682,60029.34,UPI,Canara Bank,2026-04-08T09:20:23.293795,2026-04-08T10:05:23.293795
HOP_V2CMP_0032122_2,V2CMP_0032122,2,ACCV2_0000682,ACCV2_0000681,55782.03,UPI,Paytm PB,2026-04-08T09:21:23.293795,2026-04-08T10:09:23.293795
HOP_V2CMP_0032122_3,V2CMP_0032122,3,ACCV2_0000681,ACCV2_0000699,55782.03,IMPS,SBI,2026-04-08T09:25:38.421769,2026-04-08T10:05:38.421769
HOP_V2CMP_0032123_1,V2CMP_0032123,1,VICT_0075209,ACCV2_0000764,23096.23,NEFT,Kotak,2026-04-15T14:08:24.589469,2026-04-15T15:31:24.589469
HOP_V2CMP_0032123_2,V2CMP_0032123,2,ACCV2_0000764,ACCV2_0000778,17340.15,NEFT,ICICI,2026-04-15T14:24:27.032463,2026-04-15T14:42:27.032463
HOP_V2CMP_0032123_3,V2CMP_0032123,3,ACCV2_0000778,ACCV2_0000764,12953.66,UPI,Axis,2026-04-15T14:26:16.951722,2026-04-15T15:33:16.951722
HOP_V2CMP_0032123_4,V2CMP_0032123,4,ACCV2_0000764,ACCV2_0000776,7991.82,IMPS,Axis,2026-04-15T14:33:04.823139,2026-04-15T15:41:04.823139
HOP_V2CMP_0032123_5,V2CMP_0032123,5,ACCV2_0000776,ACCV2_0000767,7991.82,IMPS,ICICI,2026-04-15T14:34:13.747494,2026-04-15T15:54:13.747494
HOP_V2CMP_0032124_1,V2CMP_0032124,1,VICT_0075210,ACCV2_0022800,12569.58,UPI,Bank of Baroda,2026-04-14T14:19:04.826970,2026-04-14T15:44:04.826970
HOP_V2CMP_0032124_2,V2CMP_0032124,2,ACCV2_0022800,ACCV2_0022789,8283.66,UPI,ICICI,2026-04-14T14:38:57.143127,2026-04-14T15:21:57.143127
HOP_V2CMP_0032124_3,V2CMP_0032124,3,ACCV2_0022789,ACCV2_0022791,8020.72,UPI,Yes Bank,2026-04-14T14:42:46.501856,2026-04-14T16:10:46.501856
HOP_V2CMP_0032124_4,V2CMP_0032124,4,ACCV2_0022791,ACCV2_0022788,8020.72,RTGS,HDFC,2026-04-14T14:48:25.075499,2026-04-14T16:02:25.075499
HOP_V2CMP_0032125_1,V2CMP_0032125,1,VICT_0075211,ACCV2_0021190,56116.74,IMPS,Kotak,2026-04-28T09:46:31.144272,2026-04-28T10:58:31.144272
HOP_V2CMP_0032125_2,V2CMP_0032125,2,ACCV2_0021190,ACCV2_0021190,51632.52,UPI,Kotak,2026-04-28T10:31:52.527748,2026-04-28T11:44:52.527748
HOP_V2CMP_0032125_3,V2CMP_0032125,3,ACCV2_0021190,ACCV2_0021190,32969.54,IMPS,HDFC,2026-04-28T10:35:32.587135,2026-04-28T11:16:32.587135
HOP_V2CMP_0032125_4,V2CMP_0032125,4,ACCV2_0021190,ACCV2_0021191,32969.54,UPI,HDFC,2026-04-28T11:00:23.474203,2026-04-28T12:15:23.474203
HOP_V2CMP_0032126_1,V2CMP_0032126,1,VICT_0075212,ACCV2_0020324,16446.99,IMPS,ICICI,2026-04-21T20:33:06.057151,2026-04-21T20:50:06.057151
HOP_V2CMP_0032127_1,V2CMP_0032127,1,VICT_0075213,ACCV2_0039653,27232.64,IMPS,Canara Bank,2026-04-11T20:56:19.507401,2026-04-11T22:23:19.507401
HOP_V2CMP_0032128_1,V2CMP_0032128,1,VICT_0075214,ACCV2_0034323,229867.73,RTGS,HDFC,2026-04-21T19:29:05.295545,2026-04-21T20:43:05.295545
HOP_V2CMP_0032128_2,V2CMP_0032128,2,ACCV2_0034323,ACCV2_0034323,171201.38,IMPS,Kotak,2026-04-21T19:34:19.546701,2026-04-21T19:51:19.546701
HOP_V2CMP_0032128_3,V2CMP_0032128,3,ACCV2_0034323,ACCV2_0034323,171201.38,IMPS,HDFC,2026-04-21T19:35:19.546701,2026-04-21T20:17:19.546701
HOP_V2CMP_0032129_1,V2CMP_0032129,1,VICT_0075215,ACCV2_0004802,273601.11,RTGS,ICICI,2026-04-25T17:02:41.118913,2026-04-25T17:59:41.118913
HOP_V2CMP_0032129_2,V2CMP_0032129,2,ACCV2_0004802,ACCV2_0004802,215137.74,UPI,Kotak,2026-04-25T17:40:13.290845,2026-04-25T19:04:13.290845
HOP_V2CMP_0032129_3,V2CMP_0032129,3,ACCV2_0004802,ACCV2_0004808,191502.29,NEFT,HDFC,2026-04-25T17:52:46.466715,2026-04-25T18:14:46.466715
HOP_V2CMP_0032129_4,V2CMP_0032129,4,ACCV2_0004808,ACCV2_0004809,181112.32,UPI,IndusInd,2026-04-25T17:54:58.376151,2026-04-25T18:22:58.376151
HOP_V2CMP_0032129_5,V2CMP_0032129,5,ACCV2_0004809,ACCV2_0004802,132979.11,IMPS,ICICI,2026-04-25T17:56:51.000758,2026-04-25T18:42:51.000758
HOP_V2CMP_0032129_6,V2CMP_0032129,6,ACCV2_0004802,ACCV2_0004862,132979.11,UPI,Yes Bank,2026-04-25T17:57:51.994116,2026-04-25T18:31:51.994116
HOP_V2CMP_0032130_1,V2CMP_0032130,1,VICT_0075216,ACCV2_0001137,647008.9,RTGS,Canara Bank,2026-04-17T00:56:59.615101,2026-04-17T02:13:59.615101
HOP_V2CMP_0032130_2,V2CMP_0032130,2,ACCV2_0001137,ACCV2_0001145,433482.72,RTGS,,2026-04-17T00:58:46.836099,2026-04-17T01:33:46.836099
HOP_V2CMP_0032130_3,V2CMP_0032130,3,ACCV2_0001145,ACCV2_0001138,289253.55,UPI,Kotak,2026-04-17T01:32:41.533682,2026-04-17T02:36:41.533682
HOP_V2CMP_0032130_4,V2CMP_0032130,4,ACCV2_0001138,ACCV2_0001153,289253.55,UPI,SBI,2026-04-17T01:35:05.213062,2026-04-17T02:35:05.213062
HOP_V2CMP_0032132_1,V2CMP_0032132,1,VICT_0075218,ACCV2_0040688,24776.75,UPI,,2026-04-03T13:47:56.668036,2026-04-03T14:42:56.668036
HOP_V2CMP_0032132_2,V2CMP_0032132,2,ACCV2_0040688,ACCV2_0040686,24776.75,UPI,,2026-04-03T13:48:56.668036,2026-04-03T14:21:56.668036
HOP_V2CMP_0032133_1,V2CMP_0032133,1,VICT_0075219,ACCV2_0037583,162501.22,UPI,ICICI,2026-04-24T19:19:40.403129,2026-04-24T20:35:40.403129
HOP_V2CMP_0032133_2,V2CMP_0032133,2,ACCV2_0037583,ACCV2_0037588,160239.71,UPI,Axis,2026-04-24T19:28:41.820891,2026-04-24T20:41:41.820891
HOP_V2CMP_0032133_3,V2CMP_0032133,3,ACCV2_0037588,ACCV2_0037592,160239.71,IMPS,,2026-04-24T19:35:17.602887,2026-04-24T21:01:17.602887
HOP_V2CMP_0032134_1,V2CMP_0032134,1,VICT_0075220,ACCV2_0015534,252214.55,UPI,SBI,2026-04-28T03:45:42.455078,2026-04-28T04:06:42.455078
HOP_V2CMP_0032135_1,V2CMP_0032135,1,VICT_0075221,ACCV2_0041810,4258.49,UPI,Bank of Baroda,2026-04-10T11:38:53.365880,2026-04-10T12:03:53.365880
HOP_V2CMP_0032135_2,V2CMP_0032135,2,ACCV2_0041810,ACCV2_0033079,3531.51,NEFT,IndusInd,2026-04-10T11:39:58.648873,2026-04-10T11:51:58.648873
HOP_V2CMP_0032135_3,V2CMP_0032135,3,ACCV2_0033079,ACCV2_0033053,3066.44,IMPS,,2026-04-10T11:52:10.454472,2026-04-10T12:44:10.454472
HOP_V2CMP_0032135_4,V2CMP_0032135,4,ACCV2_0033053,ACCV2_0033059,2607.7,IMPS,,2026-04-10T11:54:46.183914,2026-04-10T12:19:46.183914
HOP_V2CMP_0032135_5,V2CMP_0032135,5,ACCV2_0033059,ACCV2_0033052,2607.7,UPI,SBI,2026-04-10T12:14:22.856057,2026-04-10T12:42:22.856057
HOP_V2CMP_0032136_1,V2CMP_0032136,1,VICT_0075222,ACCV2_0000846,1255692.05,IMPS,HDFC,2026-04-12T14:09:04.409279,2026-04-12T15:23:04.409279
HOP_V2CMP_0032136_2,V2CMP_0032136,2,ACCV2_0000846,ACCV2_0000844,927426.4,UPI,ICICI,2026-04-12T15:02:28.918328,2026-04-12T15:17:28.918328
HOP_V2CMP_0032136_3,V2CMP_0032136,3,ACCV2_0000844,ACCV2_0000874,684028.26,RTGS,Kotak,2026-04-12T15:10:36.002951,2026-04-12T16:37:36.002951
HOP_V2CMP_0032136_4,V2CMP_0032136,4,ACCV2_0000874,ACCV2_0000855,574692.08,IMPS,Axis,2026-04-12T15:12:21.355042,2026-04-12T16:09:21.355042
HOP_V2CMP_0032136_5,V2CMP_0032136,5,ACCV2_0000855,ACCV2_0000844,574692.08,IMPS,HDFC,2026-04-12T15:30:10.244735,2026-04-12T16:43:10.244735
HOP_V2CMP_0032137_1,V2CMP_0032137,1,VICT_0075223,ACCV2_0039999,6825.14,UPI,Bank of Baroda,2026-04-09T03:12:00.367795,2026-04-09T03:49:00.367795
HOP_V2CMP_0032138_1,V2CMP_0032138,1,VICT_0075224,ACCV2_0016469,334236.99,UPI,Axis,2026-04-17T11:08:07.823106,2026-04-17T11:39:07.823106
HOP_V2CMP_0032138_2,V2CMP_0032138,2,ACCV2_0016469,ACCV2_0016460,202958.21,RTGS,Paytm PB,2026-04-17T11:14:49.481579,2026-04-17T11:34:49.481579
HOP_V2CMP_0032138_3,V2CMP_0032138,3,ACCV2_0016460,ACCV2_0016463,195504.91,IMPS,SBI,2026-04-17T11:24:41.121841,2026-04-17T11:59:41.121841
HOP_V2CMP_0032138_4,V2CMP_0032138,4,ACCV2_0016463,ACCV2_0016460,139895.63,UPI,ICICI,2026-04-17T11:27:23.711968,2026-04-17T12:06:23.711968
HOP_V2CMP_0032138_5,V2CMP_0032138,5,ACCV2_0016460,ACCV2_0016460,88507.51,UPI,Axis,2026-04-17T11:29:21.919395,2026-04-17T12:37:21.919395
HOP_V2CMP_0032138_6,V2CMP_0032138,6,ACCV2_0016460,ACCV2_0016460,88507.51,IMPS,IndusInd,2026-04-17T11:33:03.200460,2026-04-17T11:45:03.200460
HOP_V2CMP_0032139_1,V2CMP_0032139,1,VICT_0075225,ACCV2_0018952,4874463.53,UPI,Canara Bank,2026-04-17T09:03:47.941870,2026-04-17T10:21:47.941870
HOP_V2CMP_0032139_2,V2CMP_0032139,2,ACCV2_0018952,ACCV2_0018953,3035908.9,UPI,IndusInd,2026-04-17T09:05:37.702130,2026-04-17T09:21:37.702130
HOP_V2CMP_0032139_3,V2CMP_0032139,3,ACCV2_0018953,ACCV2_0018954,3035908.9,RTGS,,2026-04-17T09:10:39.894065,2026-04-17T09:21:39.894065
HOP_V2CMP_0032140_1,V2CMP_0032140,1,VICT_0075226,ACCV2_0018414,17863.1,UPI,Kotak,2026-04-13T20:52:16.042714,2026-04-13T21:23:16.042714
HOP_V2CMP_0032140_2,V2CMP_0032140,2,ACCV2_0018414,ACCV2_0018466,17863.1,IMPS,Kotak,2026-04-13T20:54:29.014539,2026-04-13T21:22:29.014539
HOP_V2CMP_0032142_1,V2CMP_0032142,1,VICT_0075228,ACCV2_0035610,43326.93,IMPS,SBI,2026-04-09T22:15:44,2026-04-09T23:27:44
HOP_V2CMP_0032142_2,V2CMP_0032142,2,ACCV2_0035610,ACCV2_0035600,38112.51,RTGS,Kotak,2026-04-09T22:19:15.149890,2026-04-09T23:19:15.149890
HOP_V2CMP_0032142_3,V2CMP_0032142,3,ACCV2_0035600,ACCV2_0035602,38112.51,IMPS,Kotak,2026-04-09T22:25:43.934880,2026-04-09T23:51:43.934880
HOP_V2CMP_0032143_1,V2CMP_0032143,1,VICT_0075229,ACCV2_0009290,51298.43,RTGS,HDFC,2026-04-22T22:09:33.847206,2026-04-22T22:22:33.847206
HOP_V2CMP_0032143_2,V2CMP_0032143,2,ACCV2_0009290,ACCV2_0009288,41820.19,UPI,ICICI,2026-04-22T22:13:07.904236,2026-04-22T22:32:07.904236
HOP_V2CMP_0032143_3,V2CMP_0032143,3,ACCV2_0009288,ACCV2_0009288,41820.19,,Paytm PB,2026-04-22T22:26:16.641458,2026-04-22T23:37:16.641458
HOP_V2CMP_0032144_1,V2CMP_0032144,1,VICT_0075230,ACCV2_0000846,42682.48,UPI,Canara Bank,2026-04-12T14:15:47.301605,2026-04-12T14:36:47.301605
HOP_V2CMP_0032144_2,V2CMP_0032144,2,ACCV2_0000846,ACCV2_0000844,42682.48,IMPS,IndusInd,2026-04-12T14:17:09.589105,2026-04-12T15:05:09.589105
HOP_V2CMP_0032145_1,V2CMP_0032145,1,VICT_0075231,ACCV2_0040408,18356.37,UPI,Bank of Baroda,2026-04-22T08:34:12.004438,2026-04-22T09:16:12.004438
HOP_V2CMP_0032145_2,V2CMP_0032145,2,ACCV2_0040408,ACCV2_0040430,17832.79,UPI,HDFC,2026-04-22T08:38:12.811114,2026-04-22T10:01:12.811114
HOP_V2CMP_0032145_3,V2CMP_0032145,3,ACCV2_0040430,ACCV2_0040408,15241.81,NEFT,ICICI,2026-04-22T09:04:55.152957,2026-04-22T10:30:55.152957
HOP_V2CMP_0032145_4,V2CMP_0032145,4,ACCV2_0040408,ACCV2_0040416,8392.58,UPI,,2026-04-22T09:05:55.152957,2026-04-22T10:19:55.152957
HOP_V2CMP_0032145_5,V2CMP_0032145,5,ACCV2_0040416,ACCV2_0040409,8392.58,UPI,ICICI,2026-04-22T09:08:47.421672,2026-04-22T10:06:47.421672
HOP_V2CMP_0032146_1,V2CMP_0032146,1,VICT_0075232,ACCV2_0003092,1200440.39,UPI,Bank of Baroda,2026-04-26T21:43:46.178058,2026-04-26T22:18:46.178058
HOP_V2CMP_0032146_2,V2CMP_0032146,2,ACCV2_0003092,ACCV2_0003094,1008607.42,IMPS,SBI,2026-04-26T21:44:46.178058,2026-04-26T22:06:46.178058
HOP_V2CMP_0032146_3,V2CMP_0032146,3,ACCV2_0003094,ACCV2_0003159,810772.68,UPI,IndusInd,2026-04-26T21:59:14.053769,2026-04-26T22:32:14.053769
HOP_V2CMP_0032146_4,V2CMP_0032146,4,ACCV2_0003159,ACCV2_0003159,810772.68,IMPS,PNB,2026-04-26T22:10:23.668787,2026-04-26T22:50:23.668787
HOP_V2CMP_0032147_1,V2CMP_0032147,1,VICT_0075233,ACCV2_0026628,13026.15,IMPS,Bank of Baroda,2026-04-08T13:07:07.110437,2026-04-08T14:00:07.110437
HOP_V2CMP_0032147_2,V2CMP_0032147,2,ACCV2_0026628,ACCV2_0026643,10887.36,UPI,Axis,2026-04-08T13:14:46.592207,2026-04-08T13:32:46.592207
HOP_V2CMP_0032147_3,V2CMP_0032147,3,ACCV2_0026643,ACCV2_0026624,7377.94,IMPS,SBI,2026-04-08T13:15:57.811789,2026-04-08T14:20:57.811789
HOP_V2CMP_0032147_4,V2CMP_0032147,4,ACCV2_0026624,ACCV2_0026627,7377.94,UPI,PNB,2026-04-08T13:17:33.401257,2026-04-08T13:51:33.401257
HOP_V2CMP_0032148_1,V2CMP_0032148,1,VICT_0075234,ACCV2_0028403,8456.69,IMPS,SBI,2026-04-13T19:38:45.533211,2026-04-13T19:54:45.533211
HOP_V2CMP_0032149_1,V2CMP_0032149,1,VICT_0075235,ACCV2_0024270,460287.91,IMPS,Bank of Baroda,2026-04-01T12:51:02.410083,2026-04-01T13:43:02.410083
HOP_V2CMP_0032149_2,V2CMP_0032149,2,ACCV2_0024270,ACCV2_0024279,319616.58,UPI,,2026-04-01T12:59:19.721578,2026-04-01T13:42:19.721578
HOP_V2CMP_0032149_3,V2CMP_0032149,3,ACCV2_0024279,ACCV2_0024286,319616.58,UPI,SBI,2026-04-01T13:13:00.919965,2026-04-01T14:06:00.919965
HOP_V2CMP_0032150_1,V2CMP_0032150,1,VICT_0075236,ACCV2_0027073,57822.29,NEFT,Bank of Baroda,2026-04-01T12:40:55.513177,2026-04-01T13:41:55.513177
HOP_V2CMP_0032150_2,V2CMP_0032150,2,ACCV2_0027073,ACCV2_0027069,42759.44,IMPS,Yes Bank,2026-04-01T12:42:00.530243,2026-04-01T13:04:00.530243
HOP_V2CMP_0032150_3,V2CMP_0032150,3,ACCV2_0027069,ACCV2_0027070,42759.44,UPI,Kotak,2026-04-01T12:49:23.002814,2026-04-01T13:21:23.002814
HOP_V2CMP_0032151_1,V2CMP_0032151,1,VICT_0075237,ACCV2_0006202,62891.99,UPI,HDFC,2026-04-03T08:16:41.168451,2026-04-03T09:29:41.168451
HOP_V2CMP_0032152_1,V2CMP_0032152,1,VICT_0075238,ACCV2_0006641,103253.82,IMPS,Bank of Baroda,2026-04-19T16:04:31.347653,2026-04-19T17:08:31.347653
HOP_V2CMP_0032152_2,V2CMP_0032152,2,ACCV2_0006641,ACCV2_0006641,71360.72,UPI,Yes Bank,2026-04-19T16:05:37.866954,2026-04-19T16:58:37.866954
HOP_V2CMP_0032152_3,V2CMP_0032152,3,ACCV2_0006641,ACCV2_0006641,63661.32,IMPS,Paytm PB,2026-04-19T16:11:25.241860,2026-04-19T17:06:25.241860
HOP_V2CMP_0032152_4,V2CMP_0032152,4,ACCV2_0006641,ACCV2_0006641,63661.32,IMPS,Axis,2026-04-19T16:24:53.980155,2026-04-19T17:45:53.980155
HOP_V2CMP_0032153_1,V2CMP_0032153,1,VICT_0075239,ACCV2_0002314,11548.6,UPI,Bank of Baroda,2026-04-10T05:04:29.904594,2026-04-10T06:02:29.904594
HOP_V2CMP_0032153_2,V2CMP_0032153,2,ACCV2_0002314,ACCV2_0002310,9802.53,UPI,ICICI,2026-04-10T05:18:56.624896,2026-04-10T05:35:56.624896
HOP_V2CMP_0032153_3,V2CMP_0032153,3,ACCV2_0002310,ACCV2_0002310,9802.53,UPI,Yes Bank,2026-04-10T05:31:23.709912,2026-04-10T06:31:23.709912
HOP_V2CMP_0032154_1,V2CMP_0032154,1,VICT_0075240,ACCV2_0024607,32305.65,UPI,Kotak,2026-04-08T11:26:20.687636,2026-04-08T12:44:20.687636
HOP_V2CMP_0032155_1,V2CMP_0032155,1,VICT_0075241,ACCV2_0019889,17776.5,,ICICI,2026-04-06T09:07:21.659840,2026-04-06T10:08:21.659840
HOP_V2CMP_0032155_2,V2CMP_0032155,2,ACCV2_0019889,ACCV2_0019897,17776.5,UPI,Paytm PB,2026-04-06T09:11:04.867453,2026-04-06T10:41:04.867453
HOP_V2CMP_0032156_1,V2CMP_0032156,1,VICT_0075242,ACCV2_0039802,6534.15,UPI,ICICI,2026-04-24T09:27:11.719610,2026-04-24T10:02:11.719610
HOP_V2CMP_0032156_2,V2CMP_0032156,2,ACCV2_0039802,ACCV2_0028051,6054.49,UPI,Yes Bank,2026-04-24T09:36:39.367798,2026-04-24T10:21:39.367798
HOP_V2CMP_0032156_3,V2CMP_0032156,3,ACCV2_0028051,ACCV2_0028050,6054.49,UPI,HDFC,2026-04-24T09:51:39.089395,2026-04-24T10:39:39.089395
HOP_V2CMP_0032157_1,V2CMP_0032157,1,VICT_0075243,ACCV2_0038102,8784.63,UPI,Kotak,2026-04-04T13:01:21.202510,2026-04-04T14:01:21.202510
HOP_V2CMP_0032157_2,V2CMP_0032157,2,ACCV2_0038102,ACCV2_0038103,8784.63,UPI,Yes Bank,2026-04-04T13:04:41.157641,2026-04-04T13:32:41.157641
HOP_V2CMP_0032158_1,V2CMP_0032158,1,VICT_0075244,ACCV2_0034642,265082.58,UPI,Axis,2026-04-17T20:12:32.804818,2026-04-17T21:09:32.804818
HOP_V2CMP_0032159_1,V2CMP_0032159,1,VICT_0075245,ACCV2_0000681,63838.8,UPI,Kotak,2026-04-29T08:54:35,2026-04-29T09:46:35
HOP_V2CMP_0032160_1,V2CMP_0032160,1,VICT_0075246,ACCV2_0015120,37125.89,UPI,Axis,2026-04-05T17:30:59.796106,2026-04-05T18:33:59.796106
HOP_V2CMP_0032160_2,V2CMP_0032160,2,ACCV2_0015120,ACCV2_0015112,23951.6,UPI,,2026-04-05T17:40:19.180018,2026-04-05T18:17:19.180018
HOP_V2CMP_0032160_3,V2CMP_0032160,3,ACCV2_0015112,ACCV2_0015114,23951.6,UPI,HDFC,2026-04-05T18:16:45.538849,2026-04-05T19:29:45.538849
HOP_V2CMP_0032161_1,V2CMP_0032161,1,VICT_0075247,ACCV2_0027208,273740.88,UPI,Axis,2026-04-28T09:08:44.103337,2026-04-28T09:18:44.103337
HOP_V2CMP_0032161_2,V2CMP_0032161,2,ACCV2_0027208,ACCV2_0027207,273740.88,UPI,Paytm PB,2026-04-28T09:12:00.779865,2026-04-28T10:04:00.779865
HOP_V2CMP_0032162_1,V2CMP_0032162,1,VICT_0075248,ACCV2_0038613,5356.08,NEFT,Kotak,2026-04-28T09:33:34.432827,2026-04-28T10:41:34.432827
HOP_V2CMP_0032162_2,V2CMP_0032162,2,ACCV2_0038613,ACCV2_0038613,5317.9,UPI,Paytm PB,2026-04-28T10:00:09.178879,2026-04-28T10:26:09.178879
HOP_V2CMP_0032162_3,V2CMP_0032162,3,ACCV2_0038613,ACCV2_0038613,5317.9,IMPS,SBI,2026-04-28T10:11:57.870900,2026-04-28T10:38:57.870900
HOP_V2CMP_0032163_1,V2CMP_0032163,1,VICT_0075249,ACCV2_0035903,66459.57,UPI,Kotak,2026-04-21T08:18:35.414656,2026-04-21T09:48:35.414656
HOP_V2CMP_0032164_1,V2CMP_0032164,1,VICT_0075250,ACCV2_0024646,76167.38,NEFT,Kotak,2026-04-06T18:15:36,2026-04-06T19:10:36
HOP_V2CMP_0032164_2,V2CMP_0032164,2,ACCV2_0024646,ACCV2_0024679,76167.38,IMPS,HDFC,2026-04-06T18:25:48.763618,2026-04-06T19:39:48.763618
HOP_V2CMP_0032165_1,V2CMP_0032165,1,VICT_0075251,ACCV2_0001829,179705.55,UPI,Axis,2026-04-21T06:41:44,2026-04-21T07:46:44
HOP_V2CMP_0032165_2,V2CMP_0032165,2,ACCV2_0001829,ACCV2_0001812,142818.42,UPI,SBI,2026-04-21T06:43:15.781596,2026-04-21T08:10:15.781596
HOP_V2CMP_0032165_3,V2CMP_0032165,3,ACCV2_0001812,ACCV2_0001830,135266.94,UPI,SBI,2026-04-21T06:47:29.798000,2026-04-21T07:54:29.798000
HOP_V2CMP_0032165_4,V2CMP_0032165,4,ACCV2_0001830,ACCV2_0001812,75851.64,UPI,SBI,2026-04-21T06:54:54.981765,2026-04-21T07:40:54.981765
HOP_V2CMP_0032165_5,V2CMP_0032165,5,ACCV2_0001812,ACCV2_0001814,72493.73,IMPS,Paytm PB,2026-04-21T06:59:31.972360,2026-04-21T08:04:31.972360
HOP_V2CMP_0032165_6,V2CMP_0032165,6,ACCV2_0001814,ACCV2_0001813,56073.31,RTGS,Yes Bank,2026-04-21T07:18:25.804811,2026-04-21T08:34:25.804811
HOP_V2CMP_0032165_7,V2CMP_0032165,7,ACCV2_0001813,ACCV2_0001812,56073.31,,Kotak,2026-04-21T07:19:49.533135,2026-04-21T08:45:49.533135
HOP_V2CMP_0032166_1,V2CMP_0032166,1,VICT_0075252,ACCV2_0040756,10054.9,IMPS,ICICI,2026-04-07T19:27:00.022919,2026-04-07T19:58:00.022919
HOP_V2CMP_0032166_2,V2CMP_0032166,2,ACCV2_0040756,ACCV2_0040751,10054.9,IMPS,HDFC,2026-04-07T19:38:11.186787,2026-04-07T20:36:11.186787
HOP_V2CMP_0032167_1,V2CMP_0032167,1,VICT_0075253,ACCV2_0020076,104748.11,RTGS,Kotak,2026-04-10T10:12:41.262731,2026-04-10T10:30:41.262731
HOP_V2CMP_0032167_2,V2CMP_0032167,2,ACCV2_0020076,ACCV2_0020076,80749.14,UPI,HDFC,2026-04-10T10:14:13.200360,2026-04-10T11:14:13.200360
HOP_V2CMP_0032167_3,V2CMP_0032167,3,ACCV2_0020076,ACCV2_0020076,80749.14,UPI,PNB,2026-04-10T10:31:50.842771,2026-04-10T11:29:50.842771
HOP_V2CMP_0032168_1,V2CMP_0032168,1,VICT_0075254,ACCV2_0042949,116137.95,UPI,Axis,2026-04-29T00:15:15.041394,2026-04-29T00:26:15.041394
HOP_V2CMP_0032168_2,V2CMP_0032168,2,ACCV2_0042949,ACCV2_0042958,113810.34,NEFT,ICICI,2026-04-29T00:23:30.142479,2026-04-29T01:07:30.142479
HOP_V2CMP_0032168_3,V2CMP_0032168,3,ACCV2_0042958,ACCV2_0042948,113810.34,UPI,Paytm PB,2026-04-29T00:32:24.892202,2026-04-29T00:51:24.892202
HOP_V2CMP_0032169_1,V2CMP_0032169,1,VICT_0075255,ACCV2_0002995,334669.37,UPI,Canara Bank,2026-04-11T11:58:02.713546,2026-04-11T12:15:02.713546
